id_perevozki,data_sozdaniya_zakaza,status_perevozki,gruzootpravitel,gruzopoluchatel,tip_gruza,kategorija_perevozki,rasstoyanie_km,gos_nomer_avto,marka_model_avto,tip_kuzova,gruzopodemnost_tonn,id_voditelya,fio_voditelya,kompaniya_perevozchik,punkt_zagruzki,gorod_zagruzki,region_zagruzki,punkt_razgruzki,gorod_razgruzki,region_razgruzki,data_viezda,planovaya_data_pribytiya,fakticheskaya_data_pribytiya,otklonenie_ot_plana_chas,tarif_summa,sebestoimost_perevozki,pribyl,tonnazh_gruza_tonn,obem_gruza_m3,protsent_zagruzki_tonn,protsent_zagruzki_obem,kolichestvo_pozitsiy,kommentariy_perevozki,nalichie_dokumentov
P-001663,2025-07-21 05:57:33,Доставлена,Балтийская топливная компания,ИП «Ларионов»,Оборудование,Междугородняя,1016.36,Т487УА77,Volvo FH,Бортовой,5.0,VOD-1593,Рожков Демьян Демьянович,Собственный парк,"ст. Чебаркуль, пер. Спортивный, д. 38 к. 5/4, 065658",Сочи,Краснодарский край,"с. Горячинск, бул. Одесский, д. 2/3, 633067",Волгоград,Волгоградская область,2025-07-08 21:45:52,2025-08-27 16:49:16,2025-08-05 11:36:23,-533.21,149639.74,119736.89,29902.85,4.97,13.31,0.99,0.64,38,,Проблема
P-001664,2025-07-03 02:47:55,Доставлена,Горбунов и партнеры,ЗАО «Некрасова Маслова»,Продукты питания,Международная,1203.5,О131ХВ77,ГАЗель Next,Цистерна,10.0,VOD-3789,Полина Афанасьевна Сазонова,Собственный парк,"г. Лабинск, алл. Ватутина, д. 29 стр. 807, 052196",Омск,Омская область,"п. Таштагол, ул. Южная, д. 672 к. 6, 417489",Воронеж,Воронежская область,2025-08-19 03:54:47,2025-08-26 11:56:17,2025-08-30 04:57:47,89.03,150732.07,105803.24,44928.83,8.56,27.1,0.86,0.66,85,,Проблема
P-001665,2025-08-30 22:22:01,В пути,РАО «Хохлова»,ФортеИнвест,Стройматериалы,Междугородняя,2839.45,Т319СК77,Volvo FH,Цистерна,25.0,VOD-7044,Климент Игнатьевич Чернов,Собственный парк,"г. Новомичуринск, алл. Островского, д. 4 к. 632, 170244",Калининград,Калининградская область,"к. Архангельск, пер. Кленовый, д. 4 к. 5/4, 902940",Челябинск,Челябинская область,2025-07-22 08:58:20,2025-08-23 07:28:12,2025-08-17 22:29:49,-128.97,324577.41,255989.1,68588.31,23.46,73.07,0.94,0.84,36,,Полный пакет
P-001666,2025-08-01 11:59:55,Запланирована,НПО «Морозова Макарова»,ООО «Тетерин Крылов»,Оборудование,Международная,1333.81,Р533РК77,MAN TGS,Фургон,20.0,VOD-4862,Архипова Вера Леоновна,Субподрядчик,"клх Великий Устюг, бул. Красный, д. 28 стр. 3/2, 240102",Сочи,Краснодарский край,"г. Улан-Удэ, пр. Светлый, д. 90, 238370",Санкт-Петербург,Ленинградская область,2025-07-03 09:38:32,2025-08-08 16:00:26,2025-08-29 05:36:49,493.61,149777.47,99796.1,49981.37,10.09,26.19,0.5,0.92,15,,Проблема
P-001667,2025-07-27 00:45:40,Доставлена,ИП «Орлов Михайлов»,ИП «Николаев-Евсеева»,Опасный груз,Междугородняя,3473.19,Е961СМ77,ГАЗель Next,Тент,25.0,VOD-2076,Харитон Игнатович Молчанов,Субподрядчик,"г. Кызыл, ш. Украинское, д. 4/7, 012539",Калининград,Калининградская область,"п. Омск, наб. Невского, д. 659, 761340",Хабаровск,Хабаровский край,2025-07-14 22:58:59,2025-08-30 15:13:48,2025-07-28 04:34:38,-802.65,484337.45,308881.25,175456.2,16.8,50.54,0.67,0.9,84,,Ожидание
P-001668,2025-07-04 00:23:15,Доставлена,Кошелев Инкорпорэйтед,РАО «Никонов-Тарасова»,ТНП,Международная,3872.04,Е543ОК77,КАМАЗ 5490,Рефрижератор,25.0,VOD-4419,Фомичев Агап Бенедиктович,Субподрядчик,"к. Миасс, бул. Ворошилова, д. 1/1 к. 502, 368360",Воронеж,Воронежская область,"к. Оренбург, пер. Мостовой, д. 73, 710304",Хабаровск,Хабаровский край,2025-08-15 11:07:16,2025-08-19 02:41:05,2025-08-30 05:43:03,267.03,466512.85,354912.94,111599.91,19.82,49.77,0.79,0.96,29,,Проблема
P-001669,2025-08-13 18:01:36,Доставлена,Зимина Лимитед,Тимофеева Групп,Оборудование,Междугородняя,2666.89,Е216НМ77,MAN TGS,Бортовой,5.0,VOD-6868,Лукин Симон Алексеевич,Собственный парк,"к. Кировск (Мурм.), ул. Краснопартизанская, д. 2 к. 4/2, 213334",Нижний Новгород,Нижегородская область,"п. Энгельс, ш. Павлова, д. 83 к. 27, 180799",Владивосток,Приморский край,2025-07-20 10:58:24,2025-07-21 18:42:40,2025-07-09 07:22:39,-299.33,342593.26,250733.17,91860.09,3.56,10.96,0.71,0.72,14,,Ожидание
P-001670,2025-07-13 05:37:24,Доставлена,РАО «Потапов»,"НПО «Шилов, Панфилова и Третьякова»",Стройматериалы,Междугородняя,1070.97,Н903СС77,Volvo FH,Фургон,25.0,VOD-3871,Зинаида Вячеславовна Зайцева,Субподрядчик,"г. Руза, алл. Красногвардейская, д. 6/7 к. 8, 996053",Мурманск,Мурманская область,"д. Нижневартовск, пр. Терешковой, д. 6, 564678",Воронеж,Воронежская область,2025-08-04 08:38:11,2025-08-28 08:22:01,2025-08-24 11:07:40,-93.24,125854.39,78197.54,47656.85,23.53,71.53,0.94,0.88,59,,Ожидание
P-001671,2025-08-20 09:54:16,Доставлена,ЗАО «Лобанова Шубина»,"ОАО «Белозерова, Комиссарова и Бирюков»",Стройматериалы,Междугородняя,3646.58,М119ЕР77,ГАЗель Next,Цистерна,20.0,VOD-2184,Щербаков Олимпий Вилорович,Собственный парк,"клх Приозерск, ул. Почтовая, д. 6/1, 210832",Воронеж,Воронежская область,"с. Кропоткин (Краснод.), ш. Декабристов, д. 1, 354443",Нижний Новгород,Нижегородская область,2025-08-22 15:29:38,2025-08-27 02:42:37,2025-08-19 01:00:50,-193.7,470587.69,325604.66,144983.03,12.37,39.27,0.62,0.69,63,,Полный пакет
P-001672,2025-08-09 13:41:23,Проблемная,"ООО «Борисова, Лобанова и Вишнякова»",ФГ Будущее,Сырье,Междугородняя,988.94,А939АК77,ГАЗель Next,Цистерна,20.0,VOD-7757,Изот Евсеевич Куликов,Собственный парк,"п. Москва, пр. Тюленина, д. 9/4 к. 2, 900617",Нижний Новгород,Нижегородская область,"ст. Соликамск, пр. Пирогова, д. 545 стр. 3, 088049",Сочи,Краснодарский край,2025-07-10 12:36:53,2025-07-23 11:27:01,2025-07-09 09:35:06,-337.87,128281.77,95145.1,33136.67,19.26,52.99,0.96,0.95,17,,Проблема
P-001673,2025-07-27 08:10:32,Запланирована,"ООО «Кузнецова, Пестова и Коновалова»",РАО «Рогов-Бобылева»,Оборудование,Междугородняя,2828.29,Е812РА77,MAN TGS,Цистерна,25.0,VOD-9433,Фадей Евсеевич Костин,Субподрядчик,"п. Белокуриха, пр. Сенной, д. 1 стр. 74, 138335",Воронеж,Воронежская область,"г. Смоленск, пр. Металлургов, д. 2 стр. 6, 123444",Омск,Омская область,2025-07-27 21:12:31,2025-08-18 15:05:14,2025-07-06 21:57:25,-1025.13,376131.89,275369.96,100761.93,14.16,47.43,0.57,0.87,89,,Ожидание
P-001674,2025-08-13 16:41:23,Доставлена,"ОАО «Тихонов, Захаров и Денисов»",ИП «Носова»,Опасный груз,Междугородняя,2124.41,Р731РМ77,КАМАЗ 5490,Бортовой,25.0,VOD-7265,Силина Маргарита Тимуровна,Собственный парк,"г. Арсеньев, пер. Колхозный, д. 65 к. 4, 244916",Калининград,Калининградская область,"г. Мытищи, алл. Красина, д. 28 к. 4/2, 746621",Воронеж,Воронежская область,2025-08-07 14:54:00,2025-08-30 10:39:12,2025-08-07 18:03:15,-544.6,287935.65,188735.23,99200.42,16.84,43.54,0.67,0.75,3,,Проблема
P-001675,2025-07-20 11:05:45,Доставлена,НПО «Зиновьева-Ситников»,Носова Лтд,Оборудование,Международная,3426.81,М587НМ77,Scania R-series,Тент,5.0,VOD-9845,Виктор Валерьевич Белоусов,Собственный парк,"к. Якутск, пр. Светлый, д. 70 к. 397, 674291",Ростов-на-Дону,Ростовская область,"п. Камень-на-Оби, ул. Окружная, д. 5, 373897",Омск,Омская область,2025-07-21 14:29:48,2025-08-27 14:38:38,2025-07-29 04:04:40,-706.57,365957.02,271819.94,94137.08,3.3,9.81,0.66,0.89,3,,Ожидание
P-001676,2025-08-04 15:26:54,Доставлена,"АО «Молчанова, Колесникова и Денисов»",АО «Мишин-Филиппов»,Продукты питания,Международная,799.04,Т491ХН77,Volvo FH,Цистерна,20.0,VOD-7750,Кононов Виссарион Филимонович,Собственный парк,"д. Ногинск (Моск.), наб. Добролюбова, д. 4/4 стр. 7/7, 967440",Пермь,Пермский край,"ст. Астрахань, наб. Островского, д. 4/1, 244257",Петрозаводск,Республика Карелия,2025-08-19 16:06:57,2025-08-21 10:31:01,2025-07-11 13:23:54,-981.12,81869.19,55568.2,26300.99,17.06,48.42,0.85,0.67,92,,Проблема
P-001677,2025-08-29 17:06:44,Доставлена,ОАО «Титов Панова»,"ОАО «Прохорова, Туров и Котов»",Оборудование,Междугородняя,837.6,С382НС77,MAN TGS,Рефрижератор,10.0,VOD-9838,Буров Автоном Валерьевич,Собственный парк,"г. Кетченеры, алл. Союзная, д. 414 стр. 545, 435768",Ростов-на-Дону,Ростовская область,"д. Объячево, пер. Партизанский, д. 1/2, 423296",Сочи,Краснодарский край,2025-07-11 01:25:33,2025-08-16 07:23:24,2025-07-26 15:28:08,-495.92,96872.21,64026.01,32846.2,7.08,24.31,0.71,0.9,95,,Проблема
P-001678,2025-08-04 09:28:24,Доставлена,ИП «Титов Андреева»,ЗАО «Панова-Игнатова»,Продукты питания,Междугородняя,860.1,Е200НК77,ГАЗель Next,Тент,20.0,VOD-7432,Кузнецов Лев Игнатьевич,Собственный парк,"д. Кижи, наб. Набережная, д. 725 стр. 287, 738345",Владивосток,Приморский край,"к. Пермь, пер. Лазо, д. 210 к. 7/9, 271770",Калининград,Калининградская область,2025-08-14 07:22:02,2025-08-27 19:27:01,2025-08-21 08:57:12,-154.5,100263.29,85660.41,14602.88,11.28,29.53,0.56,0.99,30,,Ожидание
P-001679,2025-07-29 23:59:37,Отменена,Веселова и партнеры,Российская электроника,Оборудование,Междугородняя,2940.62,Х149АО77,Scania R-series,Рефрижератор,10.0,VOD-8439,Илья Устинович Шаров,Собственный парк,"ст. Кулунда, ул. Медицинская, д. 451 к. 730, 285338",Воронеж,Воронежская область,"д. Юровск, ул. Павлика Морозова, д. 783 стр. 16, 831872",Екатеринбург,Свердловская область,2025-07-08 02:03:36,2025-08-19 13:19:45,2025-07-06 12:21:16,-1056.97,438831.09,371286.15,67544.94,6.0,15.11,0.6,0.86,98,,Ожидание
P-001680,2025-08-13 11:34:00,Доставлена,АО «Соколов»,РАО «Зуев»,Стройматериалы,Международная,1025.35,В990ММ77,КАМАЗ 5490,Тент,20.0,VOD-5574,Денис Чеславович Моисеев,Собственный парк,"клх Магадан, алл. Чехова, д. 7/2 к. 3, 839141",Мурманск,Мурманская область,"г. Новокузнецк, ш. Спартака, д. 2 стр. 9/4, 539626",Калининград,Калининградская область,2025-07-16 00:25:24,2025-07-24 05:25:10,2025-07-13 01:32:21,-267.88,143305.25,104579.91,38725.34,17.84,62.28,0.89,0.63,77,,Ожидание
